txn_volume,decline_rate,delay_hours,carbon_intensity,esg_score,sustainability_score
12959,1.249080237694725,0.5494221523080015,23.093716065077977,82.53402594608247,83.98
7126,2.4014286128198323,0.1588979754965342,47.076587200386996,84.17885508547938,80.21
10177,1.9639878836228102,0.21314009986622967,35.15757117343571,82.6551572641512,81.76
10056,1.6973169683940732,0.7289879319689555,44.79372398323225,81.33053800635584,78.6
7603,0.812037280884873,0.524500341761713,29.601488030918354,81.809538066509,82.4
14966,0.8119890406724053,0.10643793613164076,46.86569685488601,86.91168152049089,82.42
10449,0.6161672243363989,0.1710300800062225,31.676050362024895,83.0950057760869,83.17
13024,2.23235229154987,0.5644512383756392,20.325129544408952,85.46404791572112,85.98
12109,1.7022300234864176,0.10354310869235309,47.16145929257791,87.55125906282285,82.48
11146,1.916145155592091,0.2125656359922491,22.738600303584008,90.35592242944048,88.88
14196,0.5411689885916049,0.4841136525566103,29.579409127712445,80.58968209761649,81.79
10533,2.4398197043239884,0.5843266383848853,48.50185901152415,91.99115598363564,84.18
10367,2.1648852816008435,0.5563728816518204,48.51821440812668,89.41850584236361,82.74
10368,0.9246782213565523,0.25698851662239186,37.203136643698585,81.22638547923307,80.76
10797,0.8636499344142012,0.5985254549432751,38.95511636509398,93.10367936160166,87.21
13922,0.8668090197068676,0.26607436124776007,33.45336565934959,93.8130860079772,89.07
12526,1.1084844859190754,0.32777978871148744,28.796323150941937,80.91616939782296,82.13
8792,1.5495128632644757,0.622543983582617,29.85993636109748,84.15316472220806,83.43
9861,1.3638900372842315,0.5547430293330503,40.175553682311154,92.09301919689592,86.26
12732,1.0824582803960838,0.6944563873459246,42.5712358831304,91.22389535575488,85.2
10476,1.723705789444759,0.5603290246102404,43.74737131177545,82.76781529034567,79.83
10417,0.7789877213040837,0.49781602233483013,43.68854428383662,83.14023985005065,80.41
8645,1.0842892970704363,0.16557233747966474,22.73618309146071,85.55708154187073,86.3
13563,1.2327236865873834,0.3574010621416035,34.83260914107744,87.26784477786532,84.67
8205,1.4121399684340719,0.2856416573772078,21.72676280049933,89.27382157295443,88.51
10030,2.070351922786027,0.27079275036535855,36.485866469712064,85.53370459354659,83.13
9872,0.8993475643167195,0.7811073883267119,33.245915041201314,86.93802074199722,84.46
10072,1.5284688768272232,0.3751684072667323,46.63112548274899,91.21206407200634,84.57
8854,1.684829137724085,0.7244325886239793,30.52745037656236,80.55024804335896,80.99
11021,0.5929008254399954,0.5417970381980841,23.512010492828175,83.78655416516031,84.85
11662,1.7150897038028767,0.6563679124791539,24.289750461585076,90.70024378826828,88.39
13514,0.8410482473745831,0.4518459651736345,42.84531895152416,93.428102565308,86.78
12031,0.630103185970559,0.5038327192384514,38.546541899487835,87.675161631735,84.2
13030,2.3977710745066663,0.4447623856732048,23.033680283683708,87.98170227897974,87.02
9708,2.4312640661491187,0.23667009145863116,22.523204183449923,81.60758017009664,83.49
10502,2.1167946962329225,0.6057164806830537,41.0290739437736,86.71118550235182,82.58
14112,1.1092275383467414,0.29654065370859906,22.182890190925807,87.98925899682534,87.73
8332,0.6953442280127677,0.1170211765020177,44.65580177871068,83.63705755452095,80.93
14304,1.8684660530243138,0.5518306071350175,41.18726681469489,84.03864846424071,81.07
7201,1.3803049874792026,0.22397747558493428,22.440463419256993,85.65926244656934,86.27
10507,0.7440764696895577,0.75832100904704,22.54513142255576,80.3010679666659,82.69
13456,1.4903538202225404,0.7677500039018113,49.59918735503526,84.83118748374767,79.76
11212,0.5687770422304368,0.740405073154314,31.22812387268361,83.17172010494816,82.75
14833,2.318640804157564,0.35911109017881115,31.11926441200673,84.91246028266872,83.67
12032,1.0175599632000338,0.1108196315702072,44.383987017725076,81.79643197728876,79.78
14970,1.825044568707964,0.7498229938114078,48.41745732151576,93.35790921109842,85.03
7574,1.123422152178822,0.3997289038221201,49.58003191468613,88.90388680331073,82.69
13387,1.5401360423556216,0.7766583733305688,42.60134555776825,90.18653478716735,84.35
7536,1.5934205586865593,0.7745339839624771,31.287787565927474,91.83756857911007,87.59
8625,0.8697089110510541,0.6971066188271521,22.505021500960062,87.47663298393586,87.03
9122,2.439169255529117,0.30611422444871,43.3144074778231,81.30380432131136,79.08
14973,2.050265646722229,0.36956841002134766,36.75212749207415,88.05659812727822,84.5
7385,2.3789978831283785,0.6957956700617999,32.72666027740929,88.8026167703132,85.33
10281,2.289654700855298,0.3218454036093944,47.19063155284208,91.18159211276495,84.26
7474,1.6957999576221703,0.21864492268026475,23.33592446918454,86.4748931934452,86.49
