txn_volume,decline_rate,delay_hours,carbon_intensity,esg_score,sustainability_score
7845,5.332166243878769,1.927752283195213,76.23889005903212,61.824956552523126,58.32
10603,4.685698202369991,1.9949078226464354,81.27181558352748,62.603912375717144,57.91
12777,6.570686844307899,1.1738952492194872,86.12907371238256,62.97645561793801,57.41
10036,6.269774246953764,1.3962420189026588,81.42260796397284,66.60344738454664,60.4
12947,4.367269406791504,1.7582384757040912,84.05184249209375,65.67205093453757,59.52
9494,4.03769373372517,1.6960206180537922,70.18350577628418,67.15810185586889,63.35
11485,4.518769632669068,1.153895906339855,84.44475341239537,70.29766523084257,62.78
9719,5.3611797700592305,1.8158331249906179,62.40344539154025,71.25971477432188,66.85
8884,4.072254563291505,1.2244405718366607,86.84449968181583,69.36246152452989,61.8
11138,5.496595631396536,1.223817614822623,76.42777128461209,74.1104739190987,66.31
11349,4.637646608764962,1.5369744228934135,84.51893309887481,55.36465165352723,53.39
10201,5.208188723407921,1.592939934841703,73.569548535549,58.91555971367092,57.48
12179,4.744506116541267,1.580086207837811,79.30733085589574,55.151257499562846,54.23
9710,4.17786303816767,1.0914868373977549,75.7920798280834,67.94949428309206,63.27
13610,6.793813227848627,1.8774608626303804,81.94768565265996,72.96061097899974,63.47
13430,6.054423176639043,1.265600042588706,62.44889946091769,59.86964593152599,60.35
14154,3.56045270306581,1.1295149212828042,61.81056251971691,73.54069089592613,69.56
12636,6.473871903591651,1.8887480798689773,67.41309702030439,56.20534780579122,56.41
14634,4.949724792998055,1.9556514982297535,64.78634040339566,73.68872053611028,67.82
8953,6.578208907576366,1.8621276172654506,86.15350699776604,62.03245374479269,56.15
13921,6.199421023789261,1.8095160747248782,66.57641962074133,57.02841656898433,57.23
13488,4.700854017876933,1.6552419806390217,89.27595767457393,64.71743518372651,57.91
11737,3.0898772332804696,1.5508573706091393,70.1068737531332,60.13553135441016,59.58
13525,4.074709437539784,1.0869867599114102,65.46353747066098,60.697458039238455,61.02
10850,5.166536858643468,1.4084532130706986,83.69095521427437,61.14579929852573,56.99
7689,5.533912879304589,1.372688517012314,79.76123326502628,71.06051795665327,63.65
12372,4.03155074173281,1.2597537837603263,74.94587149359417,65.78322553350509,62.01
8950,3.5574242962912965,1.723420113688585,76.66090652812893,61.22615398312007,58.61
12175,6.339720947197197,1.4958757350787708,81.57605334816792,67.20667566621836,60.61
12582,6.9376087228142085,1.081046215907648,66.85364223993896,69.32301348446387,65.06
7456,5.102760729210743,1.2201832019498113,89.89001748170226,60.45248001467068,55.54
12078,3.686717143393214,1.683258763659596,89.2437948644035,63.27098203050703,57.32
9130,4.089229306077476,1.0761308594903003,79.50977059040811,57.437721866738954,56.26
10976,3.073562706189867,1.8512069140487686,65.98627352787436,58.622986990693605,59.2
12218,6.657195226241996,1.4951465270139743,80.40684727293873,68.62235707929966,61.6
11244,3.4710043315605645,1.480586577326648,62.165952269375275,58.62876695391254,60.22
12448,5.306065902057014,1.5924077846595175,60.91957506617418,65.5032676733412,63.93
8179,4.096220882748824,1.824680965925149,67.7304866553364,69.18092523444865,64.91
11285,5.216712010063174,1.347809207902193,73.87868870217949,57.13753846189488,56.59
10565,5.605681553407457,1.6780161525590636,86.04817516225141,66.34624439257807,59.24
7882,6.318967214828806,1.5657319639957912,81.81507209298924,60.13125567402727,56.25
13406,3.825685087042413,1.2670282701694213,82.28119563599944,74.2585375047516,65.68
14247,3.043983314633922,1.878629986355158,72.76480003344226,64.6709129343985,61.46
7399,3.547542520275229,1.797426021606928,70.37804977640889,71.11985099550316,65.73
13907,6.60007456739242,1.6584518346584254,71.13116288953807,66.00453084312524,61.74
7608,6.495560310250061,1.850581729094242,89.62948691208173,55.86825065709638,51.8
14427,5.389652408681233,1.8672942009598024,61.20327574237447,67.66302751188044,64.87
12891,5.402067441734614,1.7083629767150348,86.01094488367346,74.02806684413314,63.89
8638,5.660146698185022,1.837013328363672,77.3602622571718,67.03223640292663,61.21
12671,3.7014851144937984,1.6974714616692836,73.15846257568771,71.3837771885358,65.39
13928,6.657647783699839,1.6801407717603003,81.7577298124541,72.68412926696816,63.58
9148,4.675082099568293,1.6186113782151843,74.60006824274109,59.56159543897865,57.8
8382,4.53255411299799,1.7527166395576412,86.20269714244982,59.240896798164535,55.19
8403,5.07567082113135,1.1586051052930737,87.02105592033776,67.21961977701983,60.25
7819,3.18786386710022,1.8808707591989284,72.65162780620366,63.220569396134096,60.56
10292,3.6651334750243176,1.871843527745232,68.30483391705155,71.7972260573344,66.45
7819,5.952134465705482,1.0292472830345591,77.77050985780087,73.00046246796022,65.43
7419,3.331194671700506,1.8258167505647627,87.37090036850073,62.06842758605436,56.94
11219,5.412608437865552,1.1288698674734452,66.31986567017,59.73741117948964,59.83
11517,3.981396438725284,1.335118854259142,78.68899750690449,70.61051030487724,64.1
10302,4.557182456167906,1.7435082562916078,78.94680660277561,60.49612071096272,57.4
14857,4.1547749470827995,1.160759896048308,81.99339067245843,71.45228637027357,64.07
14230,4.4226908658597965,1.8179670241190622,63.9470305538178,63.47476507297526,62.15
8508,5.876183620736982,1.8321341779577418,81.47474894046266,68.35099798582941,61.12
14795,4.1884868624927005,1.5074677337608362,87.27097561996924,56.91070627669336,53.93
14870,5.265618561187589,1.0063858717168337,65.39049326610726,67.47718649353146,64.82
12693,4.904201608796399,1.2870381331749128,67.12629974771633,64.03535357474459,62.24
7767,5.654684661450593,1.6169269183757422,89.14185282124919,66.73216926350948,58.9
9044,6.747318957299032,1.9811861780274236,65.42930858128469,58.36028415489727,57.92
13626,5.930288388841001,1.6318135270166683,85.63155280108737,69.73747489888365,61.31
13662,3.859761514363027,1.2598035810641597,74.76833569344105,72.25594155086458,65.98
13298,3.1247325402451387,1.6340057030996114,67.4169322320953,59.33479600181551,59.55
9139,4.049056177199301,1.5399853797158554,86.12249703817534,56.914291110403234,54.17
